ID	gene_family	genbank_protein_accession	genbank_nucleotide_accession	class	subclass	pubmed_reference	product_name	Resistance Mechanism
ECZ4807255.1	aac(6')-F309	ECZ4807255.1	AALGUF010000016.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	37537271	aminoglycoside 6'-N-acetyltransferase AAC(6')-F309	-
QKL11550.1	aac(6')-F72	QKL11550.1	CP045552.2	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	37537271	aminoglycoside 6'-N-acetyltransferase AAC(6')-F72	-
EEH69174.1	aac(6')-I	EEH69174.1	ABYN01000078.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
	aac(6')-I		AMJB01000211.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
EKU56564.1	aac(6')-I	EKU56564.1	AMZS01000035.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENU30617.1	aac(6')-I	ENU30617.1	APOK01000028.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENU94191.1	aac(6')-I	ENU94191.1	APPC01000001.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENV11327.1	aac(6')-I	ENV11327.1	APPH01000003.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENW03190.1	aac(6')-I	ENW03190.1	APQL01000012.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENW19086.1	aac(6')-I	ENW19086.1	APQR01000012.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENW78703.1	aac(6')-I	ENW78703.1	APRH01000028.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENW95138.1	aac(6')-I	ENW95138.1	APRL01000003.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENW94573.1	aac(6')-I	ENW94573.1	APRM01000012.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENX58828.1	aac(6')-I	ENX58828.1	APRN01000035.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENX12286.1	aac(6')-I	ENX12286.1	APRT01000022.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENX20722.1	aac(6')-I	ENX20722.1	APRW01000012.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENX36275.1	aac(6')-I	ENX36275.1	APRZ01000006.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ENX36670.1	aac(6')-I	ENX36670.1	APSA01000010.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
EOR09207.1	aac(6')-I	EOR09207.1	AQFL01000007.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
EXB26010.1	aac(6')-I	EXB26010.1	JEWN01000004.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
EXB46212.1	aac(6')-I	EXB46212.1	JEWS01000006.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
KHF78826.1	aac(6')-I	KHF78826.1	JSZD01000004.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
	aac(6')-I		KB850109.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
ALS88215.1	aac(6')-I	ALS88215.1	KT778788.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	-
EAN08580.1	aac(6')-I	EAN08580.1	AAAK03000130.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EFF36162.1	aac(6')-I	EFF36162.1	ABQA01000128.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EEI59381.1	aac(6')-I	EEI59381.1	ACHL01000139.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-I		AFWZ01000007.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
ELA64846.1	aac(6')-I	ELA64846.1	AHWN01000015.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
ELB23361.1	aac(6')-I	ELB23361.1	AHXK01000039.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOT40837.1	aac(6')-I	EOT40837.1	AHYR01000006.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOT29546.1	aac(6')-I	EOT29546.1	AHYU01000052.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOH47286.1	aac(6')-I	EOH47286.1	AITZ01000012.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOG05128.1	aac(6')-I	EOG05128.1	AIUW01000009.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOG13098.1	aac(6')-I	EOG13098.1	AIVB01000005.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOH60829.1	aac(6')-I	EOH60829.1	AJAH01000025.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOH92539.1	aac(6')-I	EOH92539.1	AJAN01000013.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOH90388.1	aac(6')-I	EOH90388.1	AJAP01000004.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EOL44032.1	aac(6')-I	EOL44032.1	AJAT01000014.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EJY45308.1	aac(6')-I	EJY45308.1	AMBL01000051.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
BAO06172.1	aac(6')-I	BAO06172.1	AP013036.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EPI08854.1	aac(6')-I	EPI08854.1	ATIS01000069.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
KEI48560.1	aac(6')-I	KEI48560.1	AWWN01000104.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
AFM70383.1	aac(6')-I	AFM70383.1	CP003504.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-I		CVRN01000006.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
EYT95687.1	aac(6')-I	EYT95687.1	JDFT01000009.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
KDR91621.1	aac(6')-I	KDR91621.1	JMIG01000016.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-I		KE351596.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
KKJ73856.1	aac(6')-I	KKJ73856.1	LBIL01000048.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-I		LGAO01000043.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase	-
AAA21889.1	aac(6')-I	AAA21889.1	L09246.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	8257129	aminoglycoside N-acetyltransferase AAC(6')-Ig	-
AAC41391.1	aac(6')-I	AAC41391.1	L29044.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	7810994	aminoglycoside N-acetyltransferase AAC(6')-Ih	-
AAB63533.1	aac(6')-I	AAB63533.1	L12710.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	8239603	aminoglycoside N-acetyltransferase AAC(6')-Ii	-
CAE50925.1	aac(6')-I	CAE50925.1	AJ584700.2	AMINOGLYCOSIDE	AMINOGLYCOSIDE	15849260	aminoglycoside N-acetyltransferase AAC(6')-Iid	-
CAE50926.1	aac(6')-I	CAE50926.1	AJ584701.2	AMINOGLYCOSIDE	AMINOGLYCOSIDE	15849260	aminoglycoside N-acetyltransferase AAC(6')-Iih	-
AAC41392.1	aac(6')-I	AAC41392.1	L29045.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	7810994	aminoglycoside N-acetyltransferase AAC(6')-Ij	-
AAA87229.1	aac(6')-I	AAA87229.1	L29510.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	8001769	aminoglycoside N-acetyltransferase AAC(6')-Ik	-
AAD03490.1	aac(6')-I	AAD03490.1	AF031326.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-Ir	-
AAD03491.1	aac(6')-I	AAD03491.1	AF031327.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-Is	-
AAD03492.1	aac(6')-I	AAD03492.1	AF031328.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-It	-
AAD03493.1	aac(6')-I	AAD03493.1	AF031329.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-Iu	-
AAD03494.1	aac(6')-I	AAD03494.1	AF031330.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-Iv	-
AAD03495.1	aac(6')-I	AAD03495.1	AF031331.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-Iw	-
AAD03496.1	aac(6')-I	AAD03496.1	AF031332.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	10188279	aminoglycoside N-acetyltransferase AAC(6')-Ix	-
AAA25680.1	aac(6')-II	AAA25680.1	L06163.1	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN		aminoglycoside N-acetyltransferase AAC(6')-IIb	-
CAH19071.1	aac(6')-II	CAH19071.1	AJ628983.2	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35	-
AIO69677.1	aac(6')-III	AIO69677.1	CP008727.1	AMINOGLYCOSIDE	TOBRAMYCIN		tobramycin N-acetyltransferase AAC(6')-III	-
AIV74302.1	aac(6')-III	AIV74302.1	CP009156.1	AMINOGLYCOSIDE	TOBRAMYCIN		tobramycin N-acetyltransferase AAC(6')-III	-
APY96494.1	aac(6')-III	APY96494.1	CP017045.1	AMINOGLYCOSIDE	TOBRAMYCIN		tobramycin N-acetyltransferase AAC(6')-III	-
ACO53359.1	aac(6')-IIa	ACO53359.1	FJ817422.1	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN		aminoglycoside N-acetyltransferase AAC(6')-IIa	-
AER57901.1	aac(6')-IIa	AER57901.1	JN118546.1	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN		aminoglycoside N-acetyltransferase AAC(6')-IIa	-
AAA25688.1	aac(6')-IIa	AAA25688.1	M29695.1	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	2515793	aminoglycoside N-acetyltransferase AAC(6')-IIa	-
AAD46626.1	aac(6')-IIc	AAD46626.1	AF162771.1	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	15761066	aminoglycoside N-acetyltransferase AAC(6')-IIc	-
KJO93645.1	aac(6')-IIc	KJO93645.1	LAAL01000059.1	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN		aminoglycoside N-acetyltransferase AAC(6')-IIc	-
AAG45714.1	aac(6')-Ia	AAG45714.1	AF205943.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	11114922	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	-
KTK23273.1	aac(6')-Ia	KTK23273.1	LPQV01000084.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	-
AAA72107.1	aac(6')-Ia	AAA72107.1	M86913.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	-
BAD12078.1	aac(6')-Iad	BAD12078.1	AB119105.1	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	15155202	aminoglycoside N-acetyltransferase AAC(6')-Iad	-
BAO21229.1	aac(6')-Iak	BAO21229.1	AB894482.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	25092711	aminoglycoside N-acetyltransferase AAC(6')-Iak	-
EMI48985.1	aac(6')-Iak	EMI48985.1	APIT01000070.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside N-acetyltransferase AAC(6')-Iak	-
	aac(6')-Iak		JVZQ01000186.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside N-acetyltransferase AAC(6')-Iak	-
KOO82158.1	aac(6')-Iak	KOO82158.1	JZIW01000001.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside N-acetyltransferase AAC(6')-Iak	-
KOO79896.1	aac(6')-Iak	KOO79896.1	JZTX01000001.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		aminoglycoside N-acetyltransferase AAC(6')-Iak	-
BAQ22025.1	aac(6')-Ian	BAQ22025.1	AP014611.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	25576529	aminoglycoside N-acetyltransferase AAC(6')-Ian	-
	aac(6')-Ian		ANNO01000478.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	9371347	aminoglycoside N-acetyltransferase AAC(6')-Ian	-
BCD41405.1	aac(6')-Iap	BCD41405.1	LC536747.1	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	35862995	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iap	-
AFP97029.1	aac(6')-Ib	AFP97029.1	JX131372.1	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		LRJJ01000092.1	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		AF360376.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
CAA11472.1	aac(6')-Ib	CAA11472.1	AJ223604.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		AY648351.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		CCHO01000225.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AYF71935.1	aac(6')-Ib	AYF71935.1	CP032569.2	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		FXQR01000071.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		FXRF01000050.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
ADK11266.1	aac(6')-Ib	ADK11266.1	HM175873.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		JMXB01000033.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		JMYR01000034.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AER27705.1	aac(6')-Ib	AER27705.1	JN091097.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AGC39277.1	aac(6')-Ib	AGC39277.1	JX982232.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		KI973262.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AIU93991.1	aac(6')-Ib	AIU93991.1	KJ631731.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
KSL18989.2	aac(6')-Ib	KSL18989.2	LLQT01000027.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	26604259	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
ODH25762.1	aac(6')-Ib	ODH25762.1	LXFA01000149.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		M23634.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AXN76423.1	aac(6')-Ib	AXN76423.1	MH491967.2	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
RBM71843.1	aac(6')-Ib	RBM71843.1	PYWE01000037.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
RNF67660.1	aac(6')-Ib	RNF67660.1	RJAH01000044.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
RTU47553.1	aac(6')-Ib	RTU47553.1	RXUW01000169.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		SDAC01000257.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		UKPL01000058.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		HE653230.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		UKRD01000041.1	AMINOGLYCOSIDE	AMINOGLYCOSIDE		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
BAD73861.1	aac(6')-Ib	BAD73861.1	AB195796.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AAK49459.1	aac(6')-Ib	AAK49459.1	AF315786.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
ERN61539.1	aac(6')-Ib	ERN61539.1	AVAN01000004.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AAO32357.1	aac(6')-Ib	AAO32357.1	AY219651.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		CAADQB010001296.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		CP017073.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AUX88330.1	aac(6')-Ib	AUX88330.1	CP026418.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
QDE47050.1	aac(6')-Ib	QDE47050.1	CP041052.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
ABN13423.2	aac(6')-Ib	ABN13423.2	EF368053.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
ACA23032.1	aac(6')-Ib	ACA23032.1	EU434618.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
ACH68560.1	aac(6')-Ib	ACH68560.1	FJ157994.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		FN554982.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		FN824509.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AFJ11384.1	aac(6')-Ib	AFJ11384.1	JQ808129.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AHA61211.1	aac(6')-Ib	AHA61211.1	KF040452.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AGY30801.1	aac(6')-Ib	AGY30801.1	KF525277.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AGY30802.1	aac(6')-Ib	AGY30802.1	KF525278.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AIA09165.1	aac(6')-Ib	AIA09165.1	KJ561897.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AAW29412.1	aac(6')-Ib	AAW29412.1	L06822.4	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		LPQV01000095.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
OKR93365.1	aac(6')-Ib	OKR93365.1	MPVD01000104.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
RNV69984.1	aac(6')-Ib	RNV69984.1	NEYI02000029.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
RTB56948.1	aac(6')-Ib	RTB56948.1	RWWW01000055.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		UJAY01000171.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
TYS94893.1	aac(6')-Ib	TYS94893.1	VTBE01000008.1	AMINOGLYCOSIDE	GENTAMICIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
	aac(6')-Ib		AF012280.1	AMINOGLYCOSIDE	KANAMYCIN		AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	-
AAG33663.1	aac(6')-Ib	AAG33663.1	AY007784.1	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	9579076	aminoglycoside N-acetyltransferase AAC(6')-Ib3	-
AAF72941.1	aac(6')-Ib	AAF72941.1	AF231133.1	AMINOGLYCOSIDE	GENTAMICIN	1339319,9835500	aminoglycoside N-acetyltransferase AAC(6')-Ib4	-
AAT74613.1	aac(6')-Ib'	AAT74613.1	AY660529.1	AMINOGLYCOSIDE	GENTAMICIN		aminoglycoside N-acetyltransferase AAC(6')-Ib'	-
	aac(6')-Ib-cr		KR259315.1	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN		fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	-
